WindSpeed,Humidity,Pressure,Temperature,UV,RainToday,Humidity_Ke
11,94,1023.3,12,0,No,86
9,78,1026.2,14.3,0,No,81
7,92,1025.7,12.6,8,No,85
9,64,1022.5,18.1,8,No,77
17,94,1019,16,8,Yes,86
9,94,1023.9,15.6,8,Yes,86
11,90,1025.9,14.9,8,No,85
7,91,1019.7,14.7,8,No,85
9,94,1010.7,14.4,8,Yes,86
24,54,1015.6,11.4,4,Yes,75
13,71,1025.1,12.8,7,No,79
24,93,1024.1,14.8,8,Yes,86
11,92,1023.6,14.4,8,Yes,85
9,81,1022.1,13.8,8,No,82
24,74,1012.1,14.5,8,No,80
20,66,1021.1,12.3,8,Yes,78
7,82,1031.1,10.2,6,No,82
9,76,1031.7,11.5,8,No,81
13,91,1026.9,6.6,5,No,85
30,86,1017.5,11.9,8,No,84
15,67,1031,12.2,5,Yes,78
7,88,1034.3,11,8,No,84
9,74,1031.1,12.3,8,No,80
11,93,1026.3,7.4,4,No,86
11,95,1025.6,10.5,8,No,86
13,84,1026.2,12.2,1,Yes,83
6,88,1025.9,9.7,8,No,84
7,93,1025.6,10.2,3,Yes,86
4,94,1023,8.8,8,No,86
9,94,1018.4,7.3,6,No,86
22,83,1014.9,12.2,8,Yes,83
11,87,1022.7,12.3,5,Yes,84
13,90,1017,12.9,8,Yes,85
13,92,1014,12.6,1,No,85
13,87,1017.8,13.4,1,No,84
17,77,1017.1,12.5,8,No,81
15,93,1015.9,12.2,8,Yes,86
28,68,1015.9,12.9,8,Yes,79
20,88,1018.3,12.5,8,No,84
6,88,1022.5,11.2,5,Yes,84
24,68,1012.1,13.7,4,No,79
20,82,1007.6,8.8,8,Yes,82
13,89,1018.8,8.2,7,Yes,84
17,74,1024.5,9.2,8,Yes,80
11,68,1035,10.8,8,Yes,79
7,86,1038.5,8.9,7,No,84
9,85,1037.6,8.2,0,No,83
9,93,1034.5,4.8,0,No,86
17,91,1028.9,5,8,No,85
13,94,1024.5,11.6,8,Yes,86
15,63,1030.4,10.9,7,Yes,77
2,91,1032,4.9,8,No,85
22,89,1027.8,10,4,No,84
9,79,1034.7,12.3,8,No,82
7,94,1035,10.6,8,Yes,86
19,90,1028.4,9.4,8,No,85
9,92,1026.8,12.5,8,Yes,85
9,86,1031.6,10.7,8,No,84
17,93,1027.7,9.2,1,No,86
13,87,1025.9,10.3,0,No,84
13,93,1025.5,7.8,0,No,86
13,95,1025.8,9,8,No,86
2,93,1029.7,11.1,8,Yes,86
17,94,1030.8,10.5,1,Yes,86
30,81,1025.2,10.6,0,No,82
0,85,1028.9,10.7,8,Yes,83
11,90,1026.8,8.5,0,No,85
17,83,1015.7,8.3,1,No,83
7,75,1019.3,8,6,Yes,81
20,92,1015.4,8.2,8,Yes,85
19,56,1004.8,16.9,7,No,75
13,75,1017.8,11.7,7,No,81
6,59,1020.7,12.9,7,No,76
6,73,1016.4,13.7,4,No,80
4,66,1011.5,18.8,2,No,78
6,53,1010.4,20.9,1,No,74
7,89,1009.7,16.9,7,No,84
19,59,1017.2,15.1,5,No,76
13,52,1021.4,15,7,No,74
4,69,1013.6,15.2,1,No,79
6,85,1011.8,15.1,1,No,83
2,75,1018.4,14.7,5,No,81
9,62,1013.9,20.5,0,No,77
28,12,1006.9,33.3,4,No,63
17,63,1015.6,16.6,5,No,77
24,51,1017,17,6,No,74
15,53,1022.7,15.1,2,No,74
6,64,1021.7,14.9,0,No,77
11,51,1013.8,20.8,1,No,74
4,37,1005.5,25.8,3,No,70
6,66,1010.3,18.9,6,No,78
31,58,998.3,27.8,7,No,76
6,46,1008.2,17.4,2,No,72
20,56,1007.7,18,2,No,75
4,62,1018.3,15.1,0,No,77
11,72,1022,16.7,1,No,80
7,74,1017.6,18.8,1,No,80
9,36,1012.2,24.9,1,No,70
24,18,1011.4,36.4,4,No,65
9,42,1011.9,29.2,1,No,71
6,57,1013.4,25.2,6,No,75
6,72,1016.4,21.5,7,No,80
7,77,1012.1,21.8,7,No,81
15,71,1012.7,22.6,3,No,79
11,74,1009.3,19.9,0,No,80
7,65,1005.7,23.7,1,No,78
9,82,1010.7,18,1,No,82
6,38,1003,30.3,1,No,70
7,82,1012.1,18.4,7,No,82
13,54,1016.7,16.4,4,No,75
17,42,1017.1,16.1,6,No,71
19,57,1018.9,14.5,7,No,75
11,59,1021.1,16.2,5,No,76
2,64,1025.4,13.5,0,No,77
7,63,1022.9,16,0,No,77
4,77,1018.7,15,6,No,81
0,71,1019.5,16.6,1,No,79
11,64,1016.9,17.8,2,No,77
6,66,1012.7,18.3,2,No,78
6,78,1009,18,1,No,81
7,82,1012.8,16.9,3,No,82
17,72,1017.3,18,4,No,80
11,75,1017.5,17.7,1,No,81
9,79,1010.6,17.8,2,No,82
7,54,1018.5,16,2,No,75
9,97,1020.5,13.8,7,No,87
9,92,1019.2,13.7,1,No,85
4,69,1013.8,17.9,2,No,79
9,69,1012.9,16.4,1,No,79
11,73,1014.7,15.4,7,No,80
9,60,1015.5,16.4,1,No,76
19,54,1009.3,20.3,7,No,75
17,56,1012.5,14.1,7,Yes,75
9,96,1015.7,11.8,8,Yes,86
0,96,1016.3,11.9,7,Yes,86
11,65,1016.5,15.5,7,Yes,78
11,65,1021.2,14.5,3,No,78
7,86,1021.4,11.4,1,No,84
6,99,1020.9,15,7,No,87
0,99,1021.2,16.1,6,No,87
9,63,1018.8,21.9,7,Yes,77
0,95,1016.8,17.4,4,Yes,86
20,64,1007.8,23.1,7,No,77
22,77,1011.4,12,7,Yes,81
13,62,1012,14.6,6,No,77
13,70,1017.5,13.9,7,No,79
9,71,1017.5,14.1,2,No,79
7,56,1013.9,16.5,1,No,75
6,89,1015.8,16.1,1,No,84
6,78,1013.4,17,1,No,81
11,30,1010,26.5,6,No,68
11,78,1016.8,14.9,6,Yes,81
6,91,1017.4,12,7,No,85
2,93,1016.3,16.7,6,Yes,86
6,99,1019.4,14.1,3,No,87
2,72,1026.9,13.3,4,No,80
7,90,1024.1,9.4,1,No,85
7,63,1022.1,11.8,1,No,77
0,96,1026,14,2,No,86
9,99,1023.6,13.3,1,No,87
2,85,1022.4,14.3,3,No,83
6,69,1021.4,17.9,5,No,79
17,56,1014.4,24.7,8,No,75
9,79,1022.3,11.6,7,Yes,82
11,65,1019.9,15,7,No,78
6,97,1025.8,9.3,7,Yes,87
7,99,1029.8,11.2,7,Yes,87
7,69,1028.1,14.8,4,Yes,79
4,80,1023.8,14.3,1,No,82
0,84,1020.1,14.9,7,No,83
2,90,1024,14.8,3,No,85
4,99,1022.8,12.8,1,No,87
7,90,1022.8,11.7,4,No,85
9,64,1014.2,15.1,1,No,77
22,65,1007.3,13.8,6,Yes,78
24,52,1013,13.4,3,No,74
11,65,1017.8,15.8,7,No,78
0,86,1023.6,13.2,7,No,84
7,77,1026,14.2,5,No,81
6,99,1024.2,9.4,2,No,87
9,86,1024.5,10.7,0,No,84
0,79,1024.8,10.9,1,No,82
9,70,1019.5,13.6,7,No,79
30,64,1002.8,18.3,7,No,77
15,75,1000.9,13.9,7,Yes,81
20,64,997.7,9.6,7,Yes,77
7,69,1011.6,9.9,7,No,79
2,87,1020,8,7,Yes,84
6,99,1024.1,5.4,7,Yes,87
7,98,1023.7,3.7,2,No,87
20,49,1023,12.4,7,No,73
4,99,1028,8.1,3,No,87
6,93,1029.5,6.7,3,No,86
6,94,1030.8,9.7,7,No,86
4,99,1032.5,5.6,4,No,87
7,94,1029.5,9.2,6,No,86
13,81,1027.8,13,5,No,82
0,86,1031,12.1,7,No,84
7,100,1028,12.9,7,Yes,88
4,90,1026.5,11,4,No,85
2,99,1025.4,8.2,1,No,87
4,99,1023.1,9.6,7,No,87
9,70,1017.1,12.8,7,No,79
11,72,1012.4,12.5,7,No,80
19,73,1009.4,14.6,7,No,80
20,72,1012.2,12.1,6,No,80
7,98,1021.5,11.7,7,No,87
4,99,1025.3,7,1,No,87
7,99,1022.8,6.9,7,No,87
7,94,1022.9,9.1,7,No,86
0,100,1025.6,9.7,1,No,88
6,99,1025.3,6.4,0,No,87
9,80,1021.2,10,7,No,82
11,47,1022.1,18.6,7,No,73
24,51,1019.1,17.7,7,No,74
6,99,1021.7,11.4,4,Yes,87
4,99,1022.9,6.3,7,No,87
7,99,1024.9,9.6,7,Yes,87
0,100,1028.7,4.2,3,Yes,88
0,100,1032.1,7.8,6,No,88
6,100,1034.8,5.6,7,No,88
0,99,1031.2,8.6,7,No,87
6,100,1029.5,9.1,8,No,88
4,100,1022.8,11.4,7,Yes,88
13,80,1018.9,13.6,7,Yes,82
2,100,1018,6.1,6,No,88
7,99,1013.5,4,7,No,87
7,100,1005.6,8.6,7,Yes,88
15,79,1006.7,10.8,7,Yes,82
17,92,1007,7.3,7,Yes,85
2,99,1019.2,5.9,7,Yes,87
4,88,1025.6,6.8,7,Yes,84
13,78,1022.7,6.8,7,No,81
24,69,1013.6,8.9,7,No,79
4,71,1009.9,10,7,No,79
4,99,1014.4,5.1,1,No,87
0,100,1023.7,7.5,3,No,88
4,100,1029.4,7.7,2,No,88
4,100,1030.8,3.1,1,No,88
7,99,1029.8,4.5,5,No,87
13,55,1022.2,12,7,No,75
9,88,1019.9,11.3,7,No,84
7,100,1019.2,8.1,1,Yes,88
4,99,1017.7,8.4,7,No,87
0,91,1014.1,9.6,2,Yes,85
7,100,1013.8,3.3,7,Yes,88
6,99,1009.5,8.2,3,Yes,87
4,99,1008.3,5.9,7,No,87
7,100,1006.7,4.8,7,No,88
22,84,1006.5,12.4,1,No,83
33,68,999,15.3,7,No,79
28,74,998.8,11.4,3,Yes,80
15,73,1005.4,10.4,7,No,80
17,90,1009.4,8.1,7,Yes,85
13,96,1016.4,10.1,7,No,86
7,92,1021.7,8.4,7,Yes,85
6,94,1022.4,6.6,7,No,86
6,99,1026.6,3.1,1,No,87
2,99,1029.1,2.5,4,No,87
7,92,1030.2,3.9,4,No,85
7,86,1025.6,7.7,8,No,84
26,60,1012.8,13.2,7,Yes,76
19,76,1005.4,11.6,6,No,81
19,79,1003.9,10.6,7,No,82
11,84,1004.4,8.3,7,Yes,83
6,99,1010.4,7.6,7,No,87
7,99,1017.3,4.9,5,No,87
4,100,1022.8,3.1,7,No,88
6,95,1019.2,6.8,7,No,86
22,70,1016.9,11.2,7,No,79
30,51,1016.1,13.4,4,No,74
13,44,1012.9,14.2,2,No,72
19,65,1004,12.7,7,No,78
9,99,1017.7,6.8,6,Yes,87
9,99,1024.9,3.7,7,No,87
17,57,1022.8,10.3,6,No,75
9,76,1015.6,8,7,No,81
19,75,1016.2,9,7,No,81
15,73,1021.6,10.2,7,No,80
15,75,1024,11.7,7,No,81
15,88,1023.1,10.1,7,No,84
9,79,1020.9,9.6,6,Yes,82
15,70,1024.1,11.8,7,No,79
20,78,1024.3,12.2,7,No,81
15,71,1022.3,9.2,7,Yes,79
26,64,1017.6,10.3,7,No,77
9,86,1019.6,10.2,7,Yes,84
17,55,1014.2,14.6,7,No,75
20,77,1012.3,10.2,3,Yes,81
6,91,1025,4.3,7,No,85
11,72,1019,7,7,No,80
4,81,1017.8,7.8,7,No,82
0,99,1009.3,9,7,Yes,87
6,100,1011.6,8,7,Yes,88
7,100,1014.8,10.4,7,No,88
4,99,1020,11.3,4,Yes,87
13,65,1015.2,13.8,1,No,78
26,57,1001.3,16.6,4,No,75
15,62,1015.5,10.7,6,Yes,77
17,75,1027.5,10.1,4,No,81
11,65,1024.3,13.2,5,No,78
0,99,1018.4,10.3,4,Yes,87
30,62,994.4,15.8,4,Yes,77
17,67,1009,9.1,1,No,78
20,74,1007.3,12.1,3,No,80
15,74,999.4,11.6,7,No,80
22,64,1004.9,9,1,Yes,77
31,73,1009.8,8,7,Yes,80
22,71,1012.2,11.4,6,No,79
19,69,1012.8,13.8,5,No,79
24,69,997.1,15.5,7,No,79
22,63,1011.9,8.8,4,Yes,77
22,71,1014.7,12.1,7,No,79
11,58,1021.9,10.9,7,Yes,76
15,58,1021.6,12.1,1,No,76
19,41,1010.7,17.8,7,No,71
24,70,1011.1,12.1,7,No,79
20,73,1016.2,10.7,5,Yes,80
11,59,1013.8,13,7,No,76
6,80,1004,11.5,7,No,82
15,100,1011.9,10.1,7,Yes,88
17,83,1014.5,10.3,7,Yes,83
13,64,1018,10.7,7,No,77
15,56,1016.7,13.9,7,No,75
13,38,1013.1,17.6,6,No,70
4,97,1013.2,13.7,7,No,87
6,68,1023.2,10.5,7,No,79
7,69,1021,9.4,3,No,79
9,66,1020.9,12.2,4,No,78
13,43,1009,17.8,8,No,72
0,69,1023.2,12.4,0,Yes,79
26,39,1014,17.2,7,No,70
6,83,1015.4,10.6,3,Yes,83
4,76,1014.5,11.9,7,No,81
20,81,997.3,14.2,4,Yes,82
24,73,1001.3,12.7,6,No,80
15,76,1010.9,13.6,6,No,81
24,63,1003.3,13.9,8,Yes,77
22,70,1002,9.3,7,Yes,79
31,69,1009,9.4,7,Yes,79
17,100,1014.6,9.5,7,Yes,88
6,59,1015.6,11,4,No,76
22,41,1011.4,17.7,7,No,71
11,80,1010.3,13.6,7,No,82
13,73,1013.7,11.7,8,No,80
19,77,1016.9,11.7,6,No,81
0,91,1020.5,10.7,5,No,85
11,72,1022.3,13,7,No,80
15,88,1023.5,9.2,7,No,84
11,72,1023.8,9.9,3,Yes,80
6,77,1027.4,10.4,7,No,81
6,79,1030.3,9.3,7,No,82
6,80,1030.3,8.4,4,No,82
7,78,1021.4,11,6,No,81
20,50,1001.2,16.8,6,No,74
28,64,995.4,10.9,7,No,77
17,81,1.00E+03,11.5,7,Yes,82
13,87,1005.4,11.5,6,Yes,84
4,94,1016.2,9.6,7,Yes,86
15,80,1024.7,12.7,7,Yes,82
7,72,1028.4,11.1,7,No,80
4,79,1027.5,11.4,1,No,82
26,32,1017.7,20.8,7,No,68
7,80,1021.4,13.8,2,No,82
15,71,1023.4,12.6,1,No,79
11,72,1022.6,13.9,2,No,80
4,77,1020.7,11.9,1,No,81
19,71,1021,11,4,No,79
13,64,1027.2,12.9,1,No,77
9,75,1027.9,13,7,No,81
6,84,1026.9,13,7,No,83
7,91,1022.6,13.9,7,No,85
17,71,1019.6,20.1,7,No,79
15,51,1019.8,25.2,3,Yes,74
6,100,1021.1,15.1,8,No,88
7,82,1021.3,16.2,7,No,82
13,65,1009.8,16.1,7,No,78
15,70,1019.4,12.7,7,Yes,79
11,73,1024.5,12.9,4,No,80
7,72,1026.6,12.3,1,No,80
6,65,1026.7,21.1,5,No,78
7,46,1027.7,26.5,1,No,72
7,54,1024,25.1,1,No,75
6,48,1020.1,25.8,3,No,73
6,52,1020.2,24.7,6,No,74
7,51,1018.5,23.6,6,No,74
7,73,1021,18,4,No,80
6,53,1013.1,23.7,6,No,74
9,66,1013.5,17.9,5,No,78
17,67,1008.8,19.2,1,No,78
9,60,1011.5,17.7,1,No,76
7,69,1009.1,18.2,7,No,79
22,19,1004.3,32.4,6,No,65
15,24,1004.5,30.1,7,No,66
0,93,1009.6,18.3,8,Yes,86
11,100,998.1,15.2,7,Yes,88
11,62,1024.2,14.7,6,Yes,77
4,68,1026.7,14.5,3,No,79
6,53,1021.8,18.7,5,No,74
7,100,1013.3,18.3,7,Yes,88
19,78,1007.5,19.5,7,Yes,81
20,56,1003.6,18.2,7,No,75
11,98,1001.8,14,6,Yes,87
15,70,1014.8,16.2,6,Yes,79
13,64,1021.8,14.9,1,No,77
9,69,1021.3,15.8,1,No,79
22,29,1014.9,25.1,7,No,68
9,60,1020.3,14.6,7,No,76
11,67,1016.9,15.1,7,No,78
9,64,1017.7,16.7,2,No,77
7,67,1013,17.9,6,No,78
9,100,1008.4,14.7,8,Yes,88
9,61,1011.9,14.7,1,Yes,77
6,50,1007.4,19.8,7,No,74
19,63,1017,14.3,6,Yes,77
17,69,1019.1,16.3,7,No,79
15,71,1020.3,16.1,7,No,79
9,60,1022.6,16,2,No,76
4,76,1020.8,16.6,0,No,81
7,44,1013.5,26,5,No,72
15,67,1008.7,21.7,8,No,78
7,66,1018.7,14.6,1,Yes,78
26,56,1019,16.3,5,No,75
7,56,1020.2,16.5,7,No,75
0,73,1014.4,15.8,7,No,80
0,76,1013.3,18.3,2,No,81
9,66,1010.5,20.7,4,No,78
4,52,1003.6,24.6,8,No,74
15,57,1016,15.4,3,Yes,75
13,59,1018.9,16.1,0,No,76
7,78,1018.6,16.7,7,No,81
11,84,1018.5,18.6,1,No,83
6,69,1023.5,19.2,0,No,79
7,72,1021.8,20,1,No,80
31,44,1012.7,29.4,6,No,72
9,99,1010.8,18.8,8,Yes,87
9,100,1011.3,14.7,7,Yes,88
13,67,1019.2,15,7,No,78
7,65,1018.7,15.4,6,No,78
6,76,1014,19,3,No,81
9,71,1018.4,17.2,6,No,79
15,57,1018.8,17.4,0,No,75
7,69,1017.2,19.2,7,No,79
6,41,1013.7,28.7,1,No,71
6,71,1017.5,19.3,1,No,79
7,69,1011.9,23.6,1,No,79
19,30,1004.3,31.2,7,No,68
7,67,1015.6,16.8,7,Yes,78
11,52,1019.6,17.7,1,No,74
6,66,1017.5,17.5,3,No,78
9,79,1008.4,20.3,6,No,82
19,59,1009.7,15.5,7,No,76
13,93,1009.9,11,7,Yes,86
15,70,1014.1,12.9,3,Yes,79
6,69,1011.6,17.6,7,No,79
4,73,1012,17.8,4,No,80
9,56,1004.8,23.8,7,No,75
15,67,1012.9,17.1,3,No,78
0,75,1016.4,13.7,1,No,81
6,77,1015,15.3,1,No,81
2,79,1011.5,16.4,1,No,82
15,63,1016.3,15.9,1,No,77
4,78,1010.6,16.7,1,No,81
24,74,1014.7,18,3,No,80
6,67,1016.2,15.9,1,No,78
24,40,1010.1,29.2,3,No,71
13,64,1018.9,17.4,3,Yes,77
9,71,1015.9,20,6,No,79
4,46,1014.1,24.9,6,No,72
17,37,1009.1,28.1,8,No,70
11,100,1014.8,17.2,8,Yes,88
11,66,1021.4,17,7,Yes,78
7,76,1022.2,17.6,1,No,81
11,74,1021.1,21.5,1,No,80
7,68,1020,23.5,7,No,79
4,80,1018.7,23,7,No,82
6,69,1014.7,23.3,7,No,79
11,98,1011.2,19.5,8,Yes,87
9,98,1012,17.3,8,No,87
6,92,1009.1,18.1,6,No,85
15,76,1012.9,19.8,7,No,81
13,76,1017.3,17.9,1,No,81
7,89,1017.4,16,4,No,84
11,76,1023.6,18.2,1,No,81
7,66,1022,22,1,No,78
7,38,1015.6,26.9,7,No,70
15,67,1011,22.2,1,No,78
7,97,1012.2,18.4,5,No,87
13,62,1021,15.1,5,No,77
6,77,1023.3,13.6,0,No,81
6,77,1026.6,14.3,1,No,81
7,69,1022.6,20.6,1,No,79
15,57,1017.1,24.8,8,No,75
13,65,1021.8,16.3,5,No,78
13,50,1024.2,14.6,7,No,74
6,71,1022.7,15,3,No,79
9,75,1020,16.1,1,No,81
7,70,1012.9,19.6,7,No,79
0,61,1006.8,22.1,7,No,77
2,94,1009.6,20.7,7,No,86
9,100,1013.9,17.6,7,Yes,88
7,99,1006.4,17.1,7,Yes,87
15,68,1013.6,17,5,Yes,79
13,66,1026.4,14.2,6,No,78
0,79,1034.2,14,2,No,82
7,88,1037.5,12.8,6,No,84
9,87,1035.3,14.1,2,No,84
7,79,1029.7,15.2,2,No,82
7,73,1024.4,16.3,2,No,80
9,61,1021.9,19.2,1,No,77
9,57,1022.4,21.8,7,No,75
7,69,1023.2,20.2,7,No,79
9,43,1016.8,23.3,7,No,72
0,81,1020.8,18.9,5,No,82
6,67,1019.6,17.4,7,No,78
9,71,1023.3,13.3,0,No,79
13,67,1023.8,14.9,6,No,78
7,82,1024.9,16.8,2,No,82
0,100,1020.6,13.7,4,No,88
15,41,1016.8,23,7,No,71
7,77,1021.3,17.3,7,No,81
9,63,1012.3,20.6,8,No,77
6,100,1013.7,18.7,7,Yes,88
7,85,1022.9,15,7,No,83
6,99,1023,10.6,1,No,87
6,87,1020.8,16.2,6,No,84
7,96,1022,15.4,7,No,86
0,83,1022.6,13.2,6,No,83
6,80,1022,14.7,6,No,82
13,66,1018.2,18.1,3,No,78
13,42,1015,22.5,8,No,71
2,100,1010.3,18.1,7,Yes,88
17,74,1016.6,18.1,7,No,80
11,100,1015.3,12.6,7,No,88
11,84,1009.2,16.7,7,Yes,83
19,63,1007.5,14.7,7,Yes,77
20,71,1017.5,13.8,7,No,79
13,66,1025.6,14.4,8,No,78
13,74,1024.6,13.4,7,No,80
0,88,1024.9,14,7,No,84
6,100,1026.1,12.3,1,No,88
9,76,1025.8,15.1,6,No,81
6,69,1025.2,16.6,7,No,79
11,75,1023.9,16.7,7,No,81
7,59,1020.9,22.7,6,No,76
9,99,1021.9,17.5,5,Yes,87
6,85,1020.4,18.4,5,No,83
11,47,1015.1,23.5,8,No,73
20,87,1008.1,18.9,7,Yes,84
9,80,1017.5,13.2,7,Yes,82
7,99,1025.5,9.8,7,No,87
19,64,1018.1,13.9,7,No,77
19,66,1019.1,12.7,7,Yes,78
11,77,1020.8,14.1,6,Yes,81
7,94,1028.2,12.2,7,No,86
7,100,1024.7,9.7,1,No,88
19,59,1023.9,16.1,7,No,76
6,100,1025.6,8.9,4,No,88
19,41,1011.4,20.1,7,No,71
6,75,1015.6,9.7,7,Yes,81
9,99,1020.4,12.1,5,Yes,87
20,77,1021,13.5,7,No,81
4,100,1023.2,12.6,1,Yes,88
13,70,1020.9,15.8,5,No,79
13,68,1017.2,15.9,5,No,79
2,99,1013.3,8.8,4,Yes,87
11,84,1023.6,9,7,No,83
7,100,1025.1,10.5,7,Yes,88
2,100,1022.4,11.4,7,No,88
7,79,1020.5,12.1,7,No,82
6,100,1021.4,6.7,6,No,88
4,100,1021.4,6,6,No,88
4,100,1021.7,5.8,3,No,88
6,99,1023.9,5.9,1,No,87
6,94,1023.3,8.2,2,No,86
6,100,1023.6,8.1,7,No,88
7,99,1024.3,2.8,2,No,87
7,99,1022.6,4.2,7,No,87
11,60,1015.4,13.2,8,No,76
4,100,1008.4,11.4,8,Yes,88
0,100,1011,11.2,3,Yes,88
4,100,1017.9,10.9,7,No,88
0,99,1016.6,10.1,8,No,87
0,100,1005.8,12.2,7,Yes,88
20,94,1010.5,14.4,7,No,86
15,90,1018.2,11.3,7,No,85
6,100,1019.6,9.8,7,No,88
0,99,1022.4,10.2,3,No,87
6,100,1027.5,7.2,2,No,88
0,100,1024.4,9.2,8,No,88
2,100,1019.6,6.6,8,No,88
9,100,1023.2,9.8,5,Yes,88
6,99,1027.1,8.5,7,No,87
7,76,1021.8,9.4,7,No,81
19,93,1009.8,7.5,4,Yes,86
7,90,1021.8,8.1,7,Yes,85
11,99,1021.7,10,7,No,87
9,99,1026.5,7.4,7,Yes,87
0,91,1032.2,9.1,8,No,85
7,93,1034.6,6,5,No,86
7,93,1030.7,5.7,6,No,86
7,99,1022.8,3.6,8,No,87
19,68,1004.6,13.4,6,No,79
19,79,1016.2,8.7,7,Yes,82
11,81,1018.1,11.5,3,Yes,82
9,100,1025.5,11.5,7,Yes,88
6,100,1035.1,6.7,4,Yes,88
6,99,1037.9,2,7,No,87
7,99,1035.5,6.2,6,No,87
11,68,1026.2,13.6,7,No,79
11,93,1017,13.4,8,Yes,86
9,89,1023,6.6,6,Yes,84
4,99,1025.3,6.1,6,Yes,87
7,90,1019.2,4.8,3,No,85
11,82,1015.9,6.8,7,No,82
15,88,1017.2,7.5,7,Yes,84
13,83,1023.1,8.8,7,No,83
11,85,1025,9.1,7,No,83
7,83,1030.5,8.1,7,Yes,83
0,99,1031.9,9.2,7,No,87
7,100,1027.2,4.8,7,No,88
4,99,1023,3.4,1,No,87
0,99,1027.1,5.1,7,No,87
0,100,1029.5,8.3,7,No,88
2,99,1029.8,2.5,3,No,87
22,60,1018.5,13.6,7,No,76
13,80,1017,11.5,5,No,82
0,99,1022.1,6.5,1,No,87
13,60,1011.7,12.2,7,No,76
17,70,1003.9,9.4,7,Yes,79
6,98,1020.5,6.2,7,Yes,87
0,91,1028.1,8.7,7,Yes,85
7,86,1027.2,5.7,7,No,84
24,72,1018.3,9.7,7,No,80
0,99,1019.7,6.5,2,Yes,87
11,99,1023.9,3.1,7,No,87
6,100,1029.9,5.8,5,Yes,88
6,100,1032.8,7.5,7,No,88
9,100,1035.7,9.8,8,Yes,88
4,96,1032.4,8.1,7,No,86
6,100,1032.1,5.9,5,No,88
6,100,1036.3,5.9,5,No,88
6,99,1036.2,3,7,No,87
2,100,1027.3,4.9,8,No,88
9,97,1016.6,11.5,7,Yes,87
7,99,1011.9,11.8,6,No,87
13,74,1011.8,12,3,No,80
17,95,1012.6,7.5,5,Yes,86
9,99,1023.4,9.2,7,Yes,87
9,95,1025.7,9.6,7,Yes,86
15,73,1016.2,10.3,8,No,80
13,88,1019.2,8.4,6,Yes,84
9,99,1025,7,6,Yes,87
2,100,1026,4.2,5,No,88
6,80,1019.5,7.6,4,No,82
11,78,1021.5,7.2,4,No,81
4,100,1015.7,5.4,7,Yes,88
6,100,1003.4,8.1,8,Yes,88
24,83,1010.1,10.4,7,Yes,83
7,99,1017,9.7,7,Yes,87
28,64,1007.4,12,7,No,77
20,84,1000.1,11.2,5,No,83
17,84,1011.6,9,3,Yes,83
4,89,1023.1,5.9,7,No,84
17,65,1010.9,9.6,8,No,78
19,67,1003.6,12.6,6,No,78
24,69,1011.4,7.7,7,Yes,79
19,73,1015.8,9.2,7,Yes,80
15,69,1020.9,10.9,5,No,79
6,79,1014.6,9.2,6,No,82
17,68,1009.8,10.7,5,No,79
24,78,1005.8,6,7,Yes,81
17,72,999.3,8.3,7,No,80
17,73,1009.6,8.3,7,Yes,80
4,99,1024.4,8.7,4,No,87
0,99,1029.9,9.5,7,No,87
7,91,1028,7.5,4,No,85
17,62,1021.8,13,7,No,77
7,99,1014.2,11.1,8,Yes,87
11,80,1020.3,10.1,6,Yes,82
7,99,1022,5.9,7,No,87
19,93,997.5,16.6,7,Yes,86
22,73,1009.1,12,7,Yes,80
11,64,1019.1,10.7,6,Yes,77
4,99,1027.5,7.9,5,Yes,87
9,93,1025.3,7.9,6,No,86
13,66,1011.3,14.1,5,No,78
6,82,1002.3,10.3,7,No,82
15,65,1018.1,11.9,7,Yes,78
13,62,1019.9,12.3,7,No,77
13,71,1015.4,12.4,7,No,79
7,75,1017.1,8.4,2,No,81
19,64,1014.6,11,7,No,77
22,67,1018.3,10.1,7,No,78
17,65,1024.6,10.7,7,No,78
7,86,1021.4,10.2,7,No,84
9,87,1024.6,10.3,7,Yes,84
9,90,1027.9,11.4,7,No,85
17,100,1029,10.8,7,No,88
6,89,1028.3,11.3,7,No,84
15,73,1027.2,10.6,7,No,80
11,69,1024.1,10.1,7,No,79
24,66,1014.8,13.6,7,No,78
6,84,1020.5,11.8,1,No,83
22,63,1010.8,14.5,7,No,77
17,57,1014.8,11,7,Yes,75
9,79,1023.4,8.2,6,Yes,82
9,70,1026.5,9.9,7,No,79
4,75,1027.8,10.6,3,No,81
9,78,1028.9,10.3,2,No,81
0,82,1027.9,13.8,3,No,82
15,57,1021.8,19.1,6,No,75
9,80,1023.2,13.2,4,Yes,82
4,98,1016.7,12.8,7,No,87
15,70,1022.8,9.4,6,Yes,79
13,82,1026.2,11.4,7,No,82
6,85,1027.1,10.5,7,No,83
6,89,1029.9,11,3,No,84
15,45,1028.8,18.7,4,No,72
24,61,1023,19.8,7,No,77
7,100,1017.5,13.9,8,Yes,88
11,91,1012.3,12,5,Yes,85
30,100,992.8,11,8,Yes,88
13,97,1006.1,5.3,3,Yes,87
13,80,1015.4,11.1,7,Yes,82
15,66,1020.3,11.4,7,No,78
4,73,1028.3,10.5,5,No,80
6,81,1029.5,9.7,7,No,82
6,99,1023.6,9.5,1,No,87
9,68,1017.4,19.4,5,No,79
19,99,1017.8,11.8,7,Yes,87
